Transit_ID,Shipment_ID,Route_ID,Carrier_ID,Route_Type,Num_Transshipments,Std_Transit_Days,Actual_Transit_Days,Delay_Days,Sailing_Days,Port_Waiting_Days,Customs_Clearance_Days,Transshipment_Wait_Days,Primary_Bottleneck,Transit_Efficiency_Pct,On_Time,Congestion_Score
TRN0000458,SHP0000458,RTE0053,CAR004,Direct,0,32,44,12,33,8,3,0,Port Congestion,72.7,No,9.4
TRN0000459,SHP0000459,RTE0008,CAR003,Transshipment,1,30,30,0,20,4,3,3,None,100.0,Yes,8.1
TRN0000460,SHP0000460,RTE0049,CAR006,Direct,0,28,28,0,24,1,3,0,None,100.0,Yes,1.6
TRN0000461,SHP0000461,RTE0054,CAR005,Transshipment,1,42,42,0,40,0,1,1,None,100.0,Yes,7.8
TRN0000462,SHP0000462,RTE0036,CAR007,Transshipment,2,32,32,0,19,4,3,6,None,100.0,Yes,1.1
TRN0000463,SHP0000463,RTE0049,CAR008,Direct,0,28,28,0,24,2,2,0,None,100.0,Yes,6.2
TRN0000464,SHP0000464,RTE0026,CAR010,Transshipment,1,29,41,12,28,7,3,3,Customs Delay,70.7,No,5.0
TRN0000465,SHP0000465,RTE0046,CAR008,Transshipment,1,35,35,0,27,4,1,3,None,100.0,Yes,7.1
TRN0000466,SHP0000466,RTE0005,CAR008,Direct,0,23,23,0,20,1,2,0,None,100.0,Yes,5.9
TRN0000467,SHP0000467,RTE0008,CAR006,Transshipment,1,30,30,0,21,3,4,2,None,100.0,Yes,4.5
TRN0000468,SHP0000468,RTE0015,CAR008,Direct,0,21,21,0,17,3,1,0,None,100.0,Yes,4.5
TRN0000469,SHP0000469,RTE0022,CAR001,Transshipment,1,36,36,0,31,1,3,1,None,100.0,Yes,9.0
TRN0000470,SHP0000470,RTE0006,CAR001,Transshipment,1,34,34,0,28,2,1,3,None,100.0,Yes,2.9
TRN0000471,SHP0000471,RTE0012,CAR001,Transshipment,2,21,21,0,7,4,4,6,None,100.0,Yes,3.0
TRN0000472,SHP0000472,RTE0015,CAR002,Direct,0,21,27,6,19,5,3,0,None,77.8,No,7.3
TRN0000473,SHP0000473,RTE0051,CAR004,Direct,0,21,21,0,19,1,1,0,None,100.0,Yes,1.9
TRN0000474,SHP0000474,RTE0024,CAR009,Transshipment,1,33,37,4,29,5,2,1,Weather Delay,89.2,No,7.2
TRN0000475,SHP0000475,RTE0032,CAR002,Transshipment,1,30,33,3,21,5,4,3,Weather Delay,90.9,No,1.1
TRN0000476,SHP0000476,RTE0033,CAR008,Direct,0,22,22,0,15,3,4,0,None,100.0,Yes,5.6
TRN0000477,SHP0000477,RTE0054,CAR005,Transshipment,1,42,42,0,37,0,4,1,None,100.0,Yes,4.1
TRN0000478,SHP0000478,RTE0035,CAR009,Direct,0,25,25,0,22,2,1,0,None,100.0,Yes,3.9
TRN0000479,SHP0000479,RTE0056,CAR008,Transshipment,2,28,28,0,23,1,2,2,None,100.0,Yes,1.7
TRN0000480,SHP0000480,RTE0040,CAR008,Transshipment,1,33,33,0,25,3,4,1,None,100.0,Yes,4.1
TRN0000481,SHP0000481,RTE0058,CAR004,Transshipment,2,37,37,0,26,3,4,4,None,100.0,Yes,5.4
TRN0000482,SHP0000482,RTE0008,CAR004,Transshipment,1,30,30,0,21,4,2,3,None,100.0,Yes,8.0
TRN0000483,SHP0000483,RTE0009,CAR004,Direct,0,30,30,0,24,4,2,0,None,100.0,Yes,8.9
TRN0000484,SHP0000484,RTE0010,CAR001,Transshipment,1,37,37,0,32,0,2,3,None,100.0,Yes,9.7
TRN0000485,SHP0000485,RTE0020,CAR010,Transshipment,1,35,45,10,32,7,4,2,None,77.8,No,1.3
TRN0000486,SHP0000486,RTE0032,CAR008,Transshipment,1,30,30,0,23,4,2,1,None,100.0,Yes,7.1
TRN0000487,SHP0000487,RTE0037,CAR003,Direct,0,19,26,7,18,4,4,0,Port Congestion,73.1,No,4.4
TRN0000488,SHP0000488,RTE0051,CAR002,Direct,0,21,21,0,14,3,4,0,None,100.0,Yes,6.4
TRN0000489,SHP0000489,RTE0006,CAR001,Transshipment,1,34,34,0,27,1,3,3,None,100.0,Yes,5.2
TRN0000490,SHP0000490,RTE0046,CAR007,Transshipment,1,35,35,0,28,1,4,2,None,100.0,Yes,4.1
TRN0000491,SHP0000491,RTE0050,CAR005,Transshipment,1,33,33,0,28,3,1,1,None,100.0,Yes,9.3
TRN0000492,SHP0000492,RTE0057,CAR001,Direct,0,29,29,0,23,2,4,0,None,100.0,Yes,9.5
TRN0000493,SHP0000493,RTE0035,CAR004,Direct,0,25,25,0,22,2,1,0,None,100.0,Yes,7.7
TRN0000494,SHP0000494,RTE0033,CAR007,Direct,0,22,22,0,18,2,2,0,None,100.0,Yes,4.2
TRN0000495,SHP0000495,RTE0035,CAR009,Direct,0,25,25,0,21,1,3,0,None,100.0,Yes,7.5
TRN0000496,SHP0000496,RTE0019,CAR002,Direct,0,28,28,0,24,2,2,0,None,100.0,Yes,2.3
TRN0000497,SHP0000497,RTE0019,CAR007,Direct,0,28,28,0,24,3,1,0,None,100.0,Yes,2.0
TRN0000498,SHP0000498,RTE0015,CAR009,Direct,0,21,21,0,14,4,3,0,None,100.0,Yes,7.9
TRN0000499,SHP0000499,RTE0019,CAR010,Direct,0,28,31,3,27,1,3,0,Customs Delay,90.3,No,4.9
TRN0000500,SHP0000500,RTE0012,CAR010,Transshipment,2,21,24,3,17,2,3,2,Weather Delay,87.5,No,3.9
TRN0000501,SHP0000501,RTE0029,CAR005,Direct,0,30,30,0,24,3,3,0,None,100.0,Yes,4.8
TRN0000502,SHP0000502,RTE0011,CAR009,Direct,0,15,15,0,12,0,3,0,None,100.0,Yes,6.9
TRN0000503,SHP0000503,RTE0035,CAR009,Direct,0,25,33,8,23,8,2,0,Port Congestion,75.8,No,7.6
TRN0000504,SHP0000504,RTE0057,CAR001,Direct,0,29,29,0,27,0,2,0,None,100.0,Yes,4.9
TRN0000505,SHP0000505,RTE0042,CAR004,Transshipment,2,30,34,4,23,3,4,4,Port Congestion,88.2,No,5.6
TRN0000506,SHP0000506,RTE0005,CAR009,Direct,0,23,23,0,19,3,1,0,None,100.0,Yes,9.3
TRN0000507,SHP0000507,RTE0027,CAR006,Direct,0,20,20,0,15,2,3,0,None,100.0,Yes,2.8
TRN0000508,SHP0000508,RTE0029,CAR007,Direct,0,30,33,3,29,2,2,0,Weather Delay,90.9,No,3.7
TRN0000509,SHP0000509,RTE0032,CAR009,Transshipment,1,30,45,15,32,8,3,2,None,66.7,No,5.1
TRN0000510,SHP0000510,RTE0045,CAR010,Direct,0,27,27,0,24,2,1,0,None,100.0,Yes,8.8
TRN0000511,SHP0000511,RTE0053,CAR010,Direct,0,32,32,0,26,2,4,0,None,100.0,Yes,9.4
TRN0000512,SHP0000512,RTE0053,CAR008,Direct,0,32,32,0,27,1,4,0,None,100.0,Yes,5.8
TRN0000513,SHP0000513,RTE0039,CAR006,Direct,0,29,29,0,27,0,2,0,None,100.0,Yes,9.7
TRN0000514,SHP0000514,RTE0055,CAR005,Direct,0,18,18,0,13,1,4,0,None,100.0,Yes,4.4
TRN0000515,SHP0000515,RTE0059,CAR006,Direct,0,24,24,0,16,4,4,0,None,100.0,Yes,7.4
TRN0000516,SHP0000516,RTE0011,CAR009,Direct,0,15,29,14,14,11,4,0,None,51.7,No,3.3
TRN0000517,SHP0000517,RTE0001,CAR003,Direct,0,24,30,6,24,4,2,0,None,80.0,No,5.2
TRN0000518,SHP0000518,RTE0014,CAR009,Transshipment,1,22,22,0,15,1,3,3,None,100.0,Yes,9.9
TRN0000519,SHP0000519,RTE0010,CAR001,Transshipment,1,37,37,0,27,3,4,3,None,100.0,Yes,2.7
TRN0000520,SHP0000520,RTE0046,CAR005,Transshipment,1,35,35,0,27,4,1,3,None,100.0,Yes,9.9
TRN0000521,SHP0000521,RTE0027,CAR002,Direct,0,20,20,0,18,1,1,0,None,100.0,Yes,2.4
TRN0000522,SHP0000522,RTE0037,CAR001,Direct,0,19,19,0,12,4,3,0,None,100.0,Yes,7.9
TRN0000523,SHP0000523,RTE0013,CAR010,Direct,0,17,17,0,14,1,2,0,None,100.0,Yes,5.6
TRN0000524,SHP0000524,RTE0034,CAR010,Transshipment,1,27,27,0,22,0,4,1,None,100.0,Yes,4.1
TRN0000525,SHP0000525,RTE0011,CAR009,Direct,0,15,15,0,8,4,3,0,None,100.0,Yes,1.9
TRN0000526,SHP0000526,RTE0007,CAR003,Direct,0,22,22,0,15,4,3,0,None,100.0,Yes,4.1
TRN0000527,SHP0000527,RTE0010,CAR008,Transshipment,1,37,37,0,31,2,1,3,None,100.0,Yes,6.5
TRN0000528,SHP0000528,RTE0040,CAR005,Transshipment,1,33,33,0,28,2,2,1,None,100.0,Yes,3.4
TRN0000529,SHP0000529,RTE0043,CAR006,Direct,0,30,30,0,29,0,1,0,None,100.0,Yes,4.1
TRN0000530,SHP0000530,RTE0010,CAR007,Transshipment,1,37,49,12,40,6,2,1,Weather Delay,75.5,No,5.5
TRN0000531,SHP0000531,RTE0025,CAR002,Direct,0,18,18,0,11,3,4,0,None,100.0,Yes,3.9
TRN0000532,SHP0000532,RTE0025,CAR008,Direct,0,18,21,3,15,5,1,0,Equipment Shortage,85.7,No,9.9
TRN0000533,SHP0000533,RTE0001,CAR002,Direct,0,24,24,0,16,4,4,0,None,100.0,Yes,5.0
TRN0000534,SHP0000534,RTE0040,CAR010,Transshipment,1,33,44,11,28,9,4,3,None,75.0,No,2.3
TRN0000535,SHP0000535,RTE0022,CAR009,Transshipment,1,36,36,0,30,1,2,3,None,100.0,Yes,8.1
TRN0000536,SHP0000536,RTE0030,CAR001,Transshipment,1,35,35,0,30,0,4,1,None,100.0,Yes,8.7
TRN0000537,SHP0000537,RTE0031,CAR002,Direct,0,20,20,0,14,3,3,0,None,100.0,Yes,3.6
TRN0000538,SHP0000538,RTE0004,CAR007,Transshipment,1,29,39,10,26,7,4,2,Weather Delay,74.4,No,1.5
TRN0000539,SHP0000539,RTE0054,CAR006,Transshipment,1,42,55,13,44,7,1,3,Transshipment Delay,76.4,No,2.5
TRN0000540,SHP0000540,RTE0003,CAR004,Direct,0,20,20,0,14,2,4,0,None,100.0,Yes,5.7
TRN0000541,SHP0000541,RTE0022,CAR001,Transshipment,1,36,36,0,28,2,4,2,None,100.0,Yes,9.4
TRN0000542,SHP0000542,RTE0025,CAR010,Direct,0,18,18,0,13,1,4,0,None,100.0,Yes,1.7
TRN0000543,SHP0000543,RTE0043,CAR006,Direct,0,30,36,6,31,4,1,0,Weather Delay,83.3,No,3.6
TRN0000544,SHP0000544,RTE0038,CAR007,Transshipment,2,27,39,12,27,6,4,2,Port Congestion,69.2,No,7.7
TRN0000545,SHP0000545,RTE0027,CAR004,Direct,0,20,31,11,21,9,1,0,Transshipment Delay,64.5,No,9.5
TRN0000546,SHP0000546,RTE0039,CAR009,Direct,0,29,29,0,23,3,3,0,None,100.0,Yes,1.4
TRN0000547,SHP0000547,RTE0047,CAR008,Direct,0,23,23,0,17,2,4,0,None,100.0,Yes,6.1
TRN0000548,SHP0000548,RTE0015,CAR003,Direct,0,21,21,0,17,0,4,0,None,100.0,Yes,3.3
TRN0000549,SHP0000549,RTE0012,CAR005,Transshipment,2,21,21,0,17,1,1,2,None,100.0,Yes,9.5
TRN0000550,SHP0000550,RTE0032,CAR009,Transshipment,1,30,41,11,30,5,4,2,Port Congestion,73.2,No,3.1
TRN0000551,SHP0000551,RTE0043,CAR009,Direct,0,30,30,0,23,3,4,0,None,100.0,Yes,9.9
TRN0000552,SHP0000552,RTE0057,CAR007,Direct,0,29,36,7,26,7,3,0,Transshipment Delay,80.6,No,8.5
TRN0000553,SHP0000553,RTE0053,CAR010,Direct,0,32,32,0,29,2,1,0,None,100.0,Yes,7.8
TRN0000554,SHP0000554,RTE0054,CAR010,Transshipment,1,42,42,0,33,4,3,2,None,100.0,Yes,6.5
TRN0000555,SHP0000555,RTE0018,CAR008,Transshipment,1,42,42,0,36,3,2,1,None,100.0,Yes,9.1
TRN0000556,SHP0000556,RTE0043,CAR004,Direct,0,30,30,0,27,2,1,0,None,100.0,Yes,6.7
TRN0000557,SHP0000557,RTE0051,CAR001,Direct,0,21,21,0,14,4,3,0,None,100.0,Yes,4.8
TRN0000558,SHP0000558,RTE0025,CAR001,Direct,0,18,18,0,14,0,4,0,None,100.0,Yes,9.8
TRN0000559,SHP0000559,RTE0057,CAR007,Direct,0,29,29,0,25,3,1,0,None,100.0,Yes,6.9
TRN0000560,SHP0000560,RTE0053,CAR002,Direct,0,32,32,0,30,0,2,0,None,100.0,Yes,9.0
TRN0000561,SHP0000561,RTE0004,CAR003,Transshipment,1,29,29,0,20,2,4,3,None,100.0,Yes,1.2
TRN0000562,SHP0000562,RTE0012,CAR004,Transshipment,2,21,21,0,13,0,4,4,None,100.0,Yes,6.5
TRN0000563,SHP0000563,RTE0012,CAR010,Transshipment,2,21,21,0,11,2,2,6,None,100.0,Yes,8.5
TRN0000564,SHP0000564,RTE0015,CAR001,Direct,0,21,21,0,16,4,1,0,None,100.0,Yes,4.4
TRN0000565,SHP0000565,RTE0039,CAR005,Direct,0,29,29,0,25,1,3,0,None,100.0,Yes,1.7
TRN0000566,SHP0000566,RTE0029,CAR008,Direct,0,30,30,0,26,0,4,0,None,100.0,Yes,6.6
TRN0000567,SHP0000567,RTE0039,CAR004,Direct,0,29,29,0,22,4,3,0,None,100.0,Yes,9.9
TRN0000568,SHP0000568,RTE0015,CAR006,Direct,0,21,21,0,18,1,2,0,None,100.0,Yes,4.9
TRN0000569,SHP0000569,RTE0047,CAR010,Direct,0,23,23,0,21,0,2,0,None,100.0,Yes,3.5
TRN0000570,SHP0000570,RTE0043,CAR010,Direct,0,30,30,0,27,1,2,0,None,100.0,Yes,3.4
TRN0000571,SHP0000571,RTE0058,CAR009,Transshipment,2,37,37,0,30,2,1,4,None,100.0,Yes,1.7
TRN0000572,SHP0000572,RTE0027,CAR003,Direct,0,20,20,0,19,0,1,0,None,100.0,Yes,5.2
TRN0000573,SHP0000573,RTE0058,CAR005,Transshipment,2,37,37,0,31,1,3,2,None,100.0,Yes,2.5
TRN0000574,SHP0000574,RTE0041,CAR008,Direct,0,22,22,0,19,0,3,0,None,100.0,Yes,9.4
TRN0000575,SHP0000575,RTE0007,CAR008,Direct,0,22,28,6,18,6,4,0,Port Congestion,78.6,No,1.8
TRN0000576,SHP0000576,RTE0007,CAR006,Direct,0,22,22,0,15,4,3,0,None,100.0,Yes,9.4
TRN0000577,SHP0000577,RTE0037,CAR001,Direct,0,19,26,7,19,3,4,0,Weather Delay,73.1,No,3.3
TRN0000578,SHP0000578,RTE0007,CAR007,Direct,0,22,22,0,15,4,3,0,None,100.0,Yes,3.3
TRN0000579,SHP0000579,RTE0039,CAR001,Direct,0,29,29,0,27,0,2,0,None,100.0,Yes,9.3
TRN0000580,SHP0000580,RTE0042,CAR005,Transshipment,2,30,30,0,20,4,2,4,None,100.0,Yes,7.8
TRN0000581,SHP0000581,RTE0050,CAR007,Transshipment,1,33,33,0,26,4,2,1,None,100.0,Yes,1.1
TRN0000582,SHP0000582,RTE0027,CAR005,Direct,0,20,20,0,18,1,1,0,None,100.0,Yes,8.1
TRN0000583,SHP0000583,RTE0018,CAR010,Transshipment,1,42,44,2,39,1,3,1,Transshipment Delay,95.5,No,2.0
TRN0000584,SHP0000584,RTE0029,CAR004,Direct,0,30,30,0,23,3,4,0,None,100.0,Yes,1.0
TRN0000585,SHP0000585,RTE0031,CAR005,Direct,0,20,31,11,19,8,4,0,Transshipment Delay,64.5,No,4.0
TRN0000586,SHP0000586,RTE0004,CAR009,Transshipment,1,29,29,0,25,0,3,1,None,100.0,Yes,5.3
TRN0000587,SHP0000587,RTE0034,CAR001,Transshipment,1,27,30,3,22,2,3,3,Weather Delay,90.0,No,9.3
TRN0000588,SHP0000588,RTE0049,CAR008,Direct,0,28,34,6,27,4,3,0,Customs Delay,82.4,No,1.5
TRN0000589,SHP0000589,RTE0027,CAR009,Direct,0,20,20,0,16,1,3,0,None,100.0,Yes,7.7
TRN0000590,SHP0000590,RTE0039,CAR008,Direct,0,29,29,0,24,1,4,0,None,100.0,Yes,6.4
TRN0000591,SHP0000591,RTE0054,CAR001,Transshipment,1,42,42,0,36,1,2,3,None,100.0,Yes,3.1
TRN0000592,SHP0000592,RTE0035,CAR004,Direct,0,25,25,0,20,2,3,0,None,100.0,Yes,7.8
TRN0000593,SHP0000593,RTE0046,CAR008,Transshipment,1,35,36,1,27,3,4,2,Weather Delay,97.2,No,3.3
TRN0000594,SHP0000594,RTE0022,CAR001,Transshipment,1,36,43,7,33,4,3,3,Equipment Shortage,83.7,No,5.7
TRN0000595,SHP0000595,RTE0037,CAR010,Direct,0,19,19,0,16,1,2,0,None,100.0,Yes,5.7
TRN0000596,SHP0000596,RTE0058,CAR007,Transshipment,2,37,37,0,30,2,1,4,None,100.0,Yes,6.0
TRN0000597,SHP0000597,RTE0031,CAR006,Direct,0,20,20,0,17,1,2,0,None,100.0,Yes,6.8
TRN0000598,SHP0000598,RTE0025,CAR007,Direct,0,18,18,0,11,4,3,0,None,100.0,Yes,4.0
TRN0000599,SHP0000599,RTE0032,CAR003,Transshipment,1,30,30,0,24,0,3,3,None,100.0,Yes,5.6
TRN0000600,SHP0000600,RTE0001,CAR006,Direct,0,24,24,0,20,3,1,0,None,100.0,Yes,6.3
TRN0000601,SHP0000601,RTE0007,CAR009,Direct,0,22,27,5,23,2,2,0,None,81.5,No,5.2
TRN0000602,SHP0000602,RTE0039,CAR002,Direct,0,29,44,15,36,7,1,0,Transshipment Delay,65.9,No,1.5
TRN0000603,SHP0000603,RTE0053,CAR009,Direct,0,32,32,0,27,2,3,0,None,100.0,Yes,5.2
TRN0000604,SHP0000604,RTE0049,CAR009,Direct,0,28,28,0,26,1,1,0,None,100.0,Yes,1.6
TRN0000605,SHP0000605,RTE0049,CAR001,Direct,0,28,28,0,24,0,4,0,None,100.0,Yes,8.7
TRN0000606,SHP0000606,RTE0041,CAR004,Direct,0,22,29,7,24,3,2,0,Port Congestion,75.9,No,3.3
TRN0000607,SHP0000607,RTE0043,CAR006,Direct,0,30,33,3,25,5,3,0,None,90.9,No,4.6
TRN0000608,SHP0000608,RTE0027,CAR001,Direct,0,20,31,11,21,6,4,0,None,64.5,No,8.0
TRN0000609,SHP0000609,RTE0045,CAR009,Direct,0,27,27,0,19,4,4,0,None,100.0,Yes,4.4
TRN0000610,SHP0000610,RTE0013,CAR009,Direct,0,17,17,0,13,0,4,0,None,100.0,Yes,3.0
TRN0000611,SHP0000611,RTE0048,CAR003,Transshipment,1,31,31,0,25,3,1,2,None,100.0,Yes,8.7
TRN0000612,SHP0000612,RTE0002,CAR009,Transshipment,2,36,40,4,33,4,1,2,None,90.0,No,1.1
TRN0000613,SHP0000613,RTE0034,CAR006,Transshipment,1,27,27,0,25,0,1,1,None,100.0,Yes,4.9
TRN0000614,SHP0000614,RTE0015,CAR010,Direct,0,21,21,0,15,4,2,0,None,100.0,Yes,6.8
TRN0000615,SHP0000615,RTE0033,CAR004,Direct,0,22,22,0,18,2,2,0,None,100.0,Yes,7.1
TRN0000616,SHP0000616,RTE0005,CAR002,Direct,0,23,23,0,16,4,3,0,None,100.0,Yes,3.8
TRN0000617,SHP0000617,RTE0035,CAR009,Direct,0,25,25,0,19,4,2,0,None,100.0,Yes,2.1
TRN0000618,SHP0000618,RTE0011,CAR003,Direct,0,15,15,0,13,0,2,0,None,100.0,Yes,6.5
TRN0000619,SHP0000619,RTE0003,CAR003,Direct,0,20,35,15,21,10,4,0,None,57.1,No,2.2
TRN0000620,SHP0000620,RTE0010,CAR002,Transshipment,1,37,37,0,27,3,4,3,None,100.0,Yes,3.6
TRN0000621,SHP0000621,RTE0059,CAR005,Direct,0,24,27,3,24,2,1,0,Port Congestion,88.9,No,2.8
TRN0000622,SHP0000622,RTE0032,CAR010,Transshipment,1,30,30,0,24,3,1,2,None,100.0,Yes,3.8
TRN0000623,SHP0000623,RTE0029,CAR008,Direct,0,30,33,3,27,5,1,0,Equipment Shortage,90.9,No,4.0
TRN0000624,SHP0000624,RTE0021,CAR009,Direct,0,24,24,0,17,3,4,0,None,100.0,Yes,2.4
TRN0000625,SHP0000625,RTE0019,CAR009,Direct,0,28,28,0,22,4,2,0,None,100.0,Yes,3.0
TRN0000626,SHP0000626,RTE0033,CAR004,Direct,0,22,31,9,20,8,3,0,Weather Delay,71.0,No,6.4
TRN0000627,SHP0000627,RTE0046,CAR010,Transshipment,1,35,35,0,29,1,4,1,None,100.0,Yes,5.7
TRN0000628,SHP0000628,RTE0021,CAR007,Direct,0,24,25,1,22,1,2,0,None,96.0,No,8.3
TRN0000629,SHP0000629,RTE0019,CAR003,Direct,0,28,28,0,23,3,2,0,None,100.0,Yes,7.3
TRN0000630,SHP0000630,RTE0002,CAR001,Transshipment,2,36,36,0,33,0,1,2,None,100.0,Yes,3.3
TRN0000631,SHP0000631,RTE0003,CAR004,Direct,0,20,20,0,12,4,4,0,None,100.0,Yes,3.7
TRN0000632,SHP0000632,RTE0027,CAR002,Direct,0,20,20,0,15,2,3,0,None,100.0,Yes,5.4
TRN0000633,SHP0000633,RTE0036,CAR003,Transshipment,2,32,32,0,23,3,4,2,None,100.0,Yes,3.5
TRN0000634,SHP0000634,RTE0016,CAR009,Transshipment,2,26,26,0,15,4,1,6,None,100.0,Yes,9.8
TRN0000635,SHP0000635,RTE0031,CAR005,Direct,0,20,20,0,16,3,1,0,None,100.0,Yes,3.8
TRN0000636,SHP0000636,RTE0036,CAR010,Transshipment,2,32,32,0,20,3,3,6,None,100.0,Yes,5.3
TRN0000637,SHP0000637,RTE0034,CAR006,Transshipment,1,27,27,0,19,3,2,3,None,100.0,Yes,4.5
TRN0000638,SHP0000638,RTE0039,CAR006,Direct,0,29,40,11,31,6,3,0,Port Congestion,72.5,No,4.1
TRN0000639,SHP0000639,RTE0045,CAR008,Direct,0,27,27,0,22,1,4,0,None,100.0,Yes,9.1
TRN0000640,SHP0000640,RTE0054,CAR007,Transshipment,1,42,42,0,36,4,1,1,None,100.0,Yes,5.7
TRN0000641,SHP0000641,RTE0015,CAR001,Direct,0,21,32,11,24,7,1,0,Port Congestion,65.6,No,7.1
TRN0000642,SHP0000642,RTE0032,CAR006,Transshipment,1,30,38,8,27,7,3,1,None,78.9,No,1.3
TRN0000643,SHP0000643,RTE0034,CAR008,Transshipment,1,27,27,0,22,1,1,3,None,100.0,Yes,5.5
TRN0000644,SHP0000644,RTE0009,CAR005,Direct,0,30,30,0,22,4,4,0,None,100.0,Yes,5.1
TRN0000645,SHP0000645,RTE0057,CAR008,Direct,0,29,29,0,25,0,4,0,None,100.0,Yes,6.3
TRN0000646,SHP0000646,RTE0029,CAR008,Direct,0,30,30,0,24,3,3,0,None,100.0,Yes,5.2
TRN0000647,SHP0000647,RTE0026,CAR004,Transshipment,1,29,29,0,23,1,4,1,None,100.0,Yes,3.8
TRN0000648,SHP0000648,RTE0022,CAR005,Transshipment,1,36,36,0,34,0,1,1,None,100.0,Yes,3.4
TRN0000649,SHP0000649,RTE0021,CAR001,Direct,0,24,24,0,18,2,4,0,None,100.0,Yes,9.3
TRN0000650,SHP0000650,RTE0037,CAR002,Direct,0,19,19,0,12,3,4,0,None,100.0,Yes,9.5
TRN0000651,SHP0000651,RTE0019,CAR010,Direct,0,28,28,0,22,3,3,0,None,100.0,Yes,7.2
TRN0000652,SHP0000652,RTE0039,CAR007,Direct,0,29,29,0,24,4,1,0,None,100.0,Yes,9.7
TRN0000653,SHP0000653,RTE0051,CAR001,Direct,0,21,21,0,16,4,1,0,None,100.0,Yes,8.6
TRN0000654,SHP0000654,RTE0053,CAR004,Direct,0,32,32,0,25,4,3,0,None,100.0,Yes,2.5
TRN0000655,SHP0000655,RTE0052,CAR001,Transshipment,1,32,32,0,24,4,1,3,None,100.0,Yes,8.9
TRN0000656,SHP0000656,RTE0009,CAR008,Direct,0,30,30,0,27,0,3,0,None,100.0,Yes,7.5
TRN0000657,SHP0000657,RTE0053,CAR009,Direct,0,32,32,0,27,2,3,0,None,100.0,Yes,2.7
TRN0000658,SHP0000658,RTE0045,CAR008,Direct,0,27,27,0,25,1,1,0,None,100.0,Yes,8.2
TRN0000659,SHP0000659,RTE0058,CAR001,Transshipment,2,37,37,0,28,1,4,4,None,100.0,Yes,2.8
TRN0000660,SHP0000660,RTE0049,CAR006,Direct,0,28,28,0,21,4,3,0,None,100.0,Yes,6.1
TRN0000661,SHP0000661,RTE0009,CAR005,Direct,0,30,30,0,26,3,1,0,None,100.0,Yes,8.4
TRN0000662,SHP0000662,RTE0058,CAR005,Transshipment,2,37,43,6,29,7,3,4,None,86.0,No,5.9
TRN0000663,SHP0000663,RTE0001,CAR003,Direct,0,24,30,6,22,5,3,0,Customs Delay,80.0,No,1.0
TRN0000664,SHP0000664,RTE0051,CAR010,Direct,0,21,21,0,18,2,1,0,None,100.0,Yes,4.3
TRN0000665,SHP0000665,RTE0040,CAR007,Transshipment,1,33,33,0,30,0,2,1,None,100.0,Yes,8.0
TRN0000666,SHP0000666,RTE0016,CAR001,Transshipment,2,26,26,0,19,0,1,6,None,100.0,Yes,4.8
TRN0000667,SHP0000667,RTE0051,CAR010,Direct,0,21,21,0,17,0,4,0,None,100.0,Yes,5.4
TRN0000668,SHP0000668,RTE0024,CAR009,Transshipment,1,33,45,12,32,10,2,1,None,73.3,No,7.6
TRN0000669,SHP0000669,RTE0058,CAR004,Transshipment,2,37,37,0,24,4,3,6,None,100.0,Yes,8.1
TRN0000670,SHP0000670,RTE0036,CAR002,Transshipment,2,32,32,0,25,1,4,2,None,100.0,Yes,7.7
TRN0000671,SHP0000671,RTE0027,CAR008,Direct,0,20,20,0,14,2,4,0,None,100.0,Yes,8.4
TRN0000672,SHP0000672,RTE0017,CAR002,Direct,0,31,36,5,31,4,1,0,Transshipment Delay,86.1,No,9.3
TRN0000673,SHP0000673,RTE0004,CAR009,Transshipment,1,29,29,0,22,3,2,2,None,100.0,Yes,4.7
TRN0000674,SHP0000674,RTE0055,CAR009,Direct,0,18,18,0,13,2,3,0,None,100.0,Yes,7.6
TRN0000675,SHP0000675,RTE0042,CAR009,Transshipment,2,30,30,0,18,2,4,6,None,100.0,Yes,7.3
TRN0000676,SHP0000676,RTE0049,CAR008,Direct,0,28,34,6,27,6,1,0,Weather Delay,82.4,No,8.6
TRN0000677,SHP0000677,RTE0001,CAR006,Direct,0,24,29,5,24,3,2,0,None,82.8,No,6.8
TRN0000678,SHP0000678,RTE0025,CAR009,Direct,0,18,18,0,13,4,1,0,None,100.0,Yes,7.2
TRN0000679,SHP0000679,RTE0059,CAR010,Direct,0,24,24,0,17,3,4,0,None,100.0,Yes,6.0
TRN0000680,SHP0000680,RTE0038,CAR008,Transshipment,2,27,27,0,20,1,4,2,None,100.0,Yes,7.9
TRN0000681,SHP0000681,RTE0006,CAR007,Transshipment,1,34,34,0,28,0,4,2,None,100.0,Yes,9.4
TRN0000682,SHP0000682,RTE0022,CAR007,Transshipment,1,36,36,0,32,0,3,1,None,100.0,Yes,9.7
TRN0000683,SHP0000683,RTE0009,CAR004,Direct,0,30,30,0,26,1,3,0,None,100.0,Yes,9.6
TRN0000684,SHP0000684,RTE0033,CAR008,Direct,0,22,23,1,20,0,3,0,Port Congestion,95.7,No,2.8
TRN0000685,SHP0000685,RTE0057,CAR008,Direct,0,29,29,0,25,0,4,0,None,100.0,Yes,4.6
TRN0000686,SHP0000686,RTE0019,CAR007,Direct,0,28,28,0,21,3,4,0,None,100.0,Yes,2.3
