Shipment_ID,Customer_ID,Carrier_ID,Carrier_Name,Route_ID,Route_Type,Origin_Port,Destination_Port,Num_Transshipments,ETD,ETA,Actual_Arrival,Std_Transit_Days,Actual_Transit_Days,Delay_Days,Delay_Reason,On_Time,Num_Containers,Container_Type,Commodity,Incoterms,Cargo_Value_USD,Shipment_Status
SHP0001114,CUS0024,CAR009,COSCO,RTE0003,Direct,Shanghai,Montreal,0,2023-04-17,2023-05-07,2023-05-19,20,32,12,Equipment Shortage,No,3,40HC,Furniture,FOB,696377.06,Delivered
SHP0001115,CUS0015,CAR010,HMM,RTE0055,Direct,Kaohsiung,New York,0,2022-11-08,2022-11-26,2022-12-05,18,27,9,Equipment Shortage,No,7,40GP,Machinery,FOB,961103.93,Delivered
SHP0001116,CUS0034,CAR007,Yang Ming,RTE0019,Direct,Busan,Toronto,0,2024-05-12,2024-06-09,2024-06-09,28,28,0,None,Yes,6,40GP,Machinery,FOB,121126.96,Delivered
SHP0001117,CUS0014,CAR005,Hapag-Lloyd,RTE0043,Direct,Hamburg,Houston,0,2022-05-17,2022-06-16,2022-06-17,30,31,1,Transshipment Delay,No,3,20RF,Furniture,CIF,421676.36,Delivered
SHP0001118,CUS0038,CAR007,Yang Ming,RTE0028,Transshipment,Singapore,Chicago,1,2023-02-01,2023-03-01,2023-03-05,28,32,4,Port Congestion,No,4,40HC,Furniture,DAP,167297.85,Delivered
SHP0001119,CUS0014,CAR003,CMA CGM,RTE0043,Direct,Hamburg,Houston,0,2024-06-27,2024-07-27,2024-07-27,30,30,0,None,Yes,6,20GP,Apparel,CFR,345602.56,Delivered
SHP0001120,CUS0031,CAR010,HMM,RTE0042,Transshipment,Rotterdam,New York,2,2023-04-21,2023-05-21,2023-05-21,30,30,0,None,Yes,2,40RF,Toys,DAP,195992.78,Delivered
SHP0001121,CUS0018,CAR006,ONE,RTE0049,Direct,Colombo,Halifax,0,2022-03-25,2022-04-22,2022-04-29,28,35,7,Customs Inspection,No,2,20RF,Food Products,CFR,210033.21,Delivered
SHP0001122,CUS0049,CAR008,ZIM,RTE0055,Direct,Kaohsiung,New York,0,2023-08-20,2023-09-07,2023-09-07,18,18,0,None,Yes,2,40RF,Toys,EXW,279227.97,Delivered
SHP0001123,CUS0027,CAR007,Yang Ming,RTE0031,Direct,Hong Kong,Halifax,0,2022-04-27,2022-05-17,2022-05-17,20,20,0,None,Yes,5,40HC,Machinery,CFR,362388.19,Delivered
SHP0001124,CUS0006,CAR006,ONE,RTE0017,Direct,Ningbo,New York,0,2022-01-27,2022-02-27,2022-02-27,31,31,0,None,Yes,8,40GP,Toys,DAP,260318.73,Delivered
SHP0001125,CUS0050,CAR002,MSC,RTE0017,Direct,Ningbo,New York,0,2024-09-26,2024-10-27,2024-10-27,31,31,0,None,Yes,10,20RF,Toys,CFR,876873.79,Delivered
SHP0001126,CUS0007,CAR010,HMM,RTE0003,Direct,Shanghai,Montreal,0,2022-07-21,2022-08-10,2022-08-10,20,20,0,None,Yes,4,40HC,Toys,CFR,450737.86,Delivered
SHP0001127,CUS0023,CAR001,Maersk,RTE0048,Transshipment,Hamburg,Miami,1,2024-06-20,2024-07-21,2024-07-21,31,31,0,None,Yes,9,20GP,Food Products,DAP,685614.95,Delivered
SHP0001128,CUS0002,CAR003,CMA CGM,RTE0038,Transshipment,Rotterdam,Miami,2,2023-11-05,2023-12-02,2023-12-02,27,27,0,None,Yes,7,20GP,Textiles,EXW,390659.49,Delivered
SHP0001129,CUS0018,CAR004,Evergreen,RTE0023,Direct,Busan,Chicago,0,2024-07-02,2024-07-23,2024-07-23,21,21,0,None,Yes,8,40HC,Furniture,CIF,580553.88,Delivered
SHP0001130,CUS0048,CAR006,ONE,RTE0041,Direct,Rotterdam,New York,0,2024-04-01,2024-04-23,2024-04-23,22,22,0,None,Yes,3,20RF,Apparel,EXW,384214.47,Delivered
SHP0001131,CUS0021,CAR004,Evergreen,RTE0051,Direct,Colombo,Houston,0,2023-09-19,2023-10-10,2023-10-12,21,23,2,Port Congestion,No,7,40HC,Toys,DAP,657501.25,Delivered
SHP0001132,CUS0046,CAR005,Hapag-Lloyd,RTE0013,Direct,Ningbo,Seattle,0,2024-09-21,2024-10-08,2024-10-08,17,17,0,None,Yes,8,40HC,Furniture,CIF,356621.79,Delivered
SHP0001133,CUS0033,CAR005,Hapag-Lloyd,RTE0038,Transshipment,Rotterdam,Miami,2,2023-08-30,2023-09-26,2023-09-26,27,27,0,None,Yes,3,20RF,Toys,FOB,238688.63,Delivered
SHP0001134,CUS0017,CAR007,Yang Ming,RTE0040,Transshipment,Rotterdam,Los Angeles,1,2022-10-26,2022-11-28,2022-11-28,33,33,0,None,Yes,6,20RF,Furniture,DAP,148444.73,Delivered
SHP0001135,CUS0040,CAR005,Hapag-Lloyd,RTE0053,Direct,Colombo,Seattle,0,2022-06-18,2022-07-20,2022-07-26,32,38,6,Bad Weather,No,1,40GP,Steel Products,CIF,684145.26,Delivered
SHP0001136,CUS0045,CAR004,Evergreen,RTE0032,Transshipment,Hong Kong,Halifax,1,2023-03-25,2023-04-24,2023-04-28,30,34,4,Bad Weather,No,4,40GP,Electronics,EXW,281496.19,Delivered
SHP0001137,CUS0029,CAR008,ZIM,RTE0040,Transshipment,Rotterdam,Los Angeles,1,2024-04-28,2024-05-31,2024-05-31,33,33,0,None,Yes,10,40GP,Food Products,CIF,855509.54,Delivered
SHP0001138,CUS0025,CAR010,HMM,RTE0041,Direct,Rotterdam,New York,0,2023-06-20,2023-07-12,2023-07-24,22,34,12,Customs Inspection,No,5,20RF,Chemicals,EXW,905050.22,Delivered
SHP0001139,CUS0023,CAR009,COSCO,RTE0021,Direct,Busan,Miami,0,2022-06-07,2022-07-01,2022-07-01,24,24,0,None,Yes,4,40RF,Toys,CIF,141790.34,Delivered
SHP0001140,CUS0035,CAR008,ZIM,RTE0033,Direct,Hong Kong,New York,0,2023-10-05,2023-10-27,2023-10-29,22,24,2,Equipment Shortage,No,4,40HC,Steel Products,CIF,492022.11,Delivered
SHP0001141,CUS0040,CAR008,ZIM,RTE0003,Direct,Shanghai,Montreal,0,2024-06-15,2024-07-05,2024-07-05,20,20,0,None,Yes,2,40GP,Electronics,CFR,476044.86,Delivered
SHP0001142,CUS0031,CAR006,ONE,RTE0057,Direct,Kaohsiung,Vancouver,0,2022-10-30,2022-11-28,2022-11-28,29,29,0,None,Yes,2,40HC,Toys,EXW,949983.57,Delivered
SHP0001143,CUS0032,CAR010,HMM,RTE0045,Direct,Hamburg,Halifax,0,2024-06-01,2024-06-28,2024-07-10,27,39,12,Transshipment Delay,No,7,40GP,Textiles,EXW,561475.92,Delivered
SHP0001144,CUS0037,CAR004,Evergreen,RTE0021,Direct,Busan,Miami,0,2024-11-06,2024-11-30,2024-11-30,24,24,0,None,Yes,9,40RF,Chemicals,FOB,972344.1,Delivered
SHP0001145,CUS0038,CAR006,ONE,RTE0050,Transshipment,Colombo,Halifax,1,2022-09-03,2022-10-06,2022-10-19,33,46,13,Equipment Shortage,No,2,40RF,Food Products,CIF,745928.52,Delivered
SHP0001146,CUS0012,CAR003,CMA CGM,RTE0040,Transshipment,Rotterdam,Los Angeles,1,2022-03-02,2022-04-04,2022-04-15,33,44,11,Port Congestion,No,6,20GP,Apparel,DAP,595302.75,Delivered
SHP0001147,CUS0025,CAR007,Yang Ming,RTE0025,Direct,Singapore,New York,0,2024-08-29,2024-09-16,2024-09-19,18,21,3,Transshipment Delay,No,2,40HC,Chemicals,CIF,721899.8,Delivered
SHP0001148,CUS0012,CAR002,MSC,RTE0031,Direct,Hong Kong,Halifax,0,2023-06-18,2023-07-08,2023-07-08,20,20,0,None,Yes,6,20GP,Chemicals,DAP,764224.62,Delivered
SHP0001149,CUS0004,CAR010,HMM,RTE0001,Direct,Shanghai,Vancouver,0,2022-05-02,2022-05-26,2022-05-26,24,24,0,None,Yes,3,20GP,Steel Products,FOB,54427.97,Delivered
SHP0001150,CUS0037,CAR010,HMM,RTE0002,Transshipment,Shanghai,Vancouver,2,2024-02-07,2024-03-14,2024-03-14,36,36,0,None,Yes,3,40GP,Toys,DAP,222697.37,Delivered
SHP0001151,CUS0044,CAR002,MSC,RTE0024,Transshipment,Busan,Chicago,1,2022-11-13,2022-12-16,2022-12-16,33,33,0,None,Yes,3,20RF,Furniture,CFR,191407.27,Delivered
SHP0001152,CUS0003,CAR010,HMM,RTE0001,Direct,Shanghai,Vancouver,0,2022-09-04,2022-09-28,2022-10-11,24,37,13,Customs Inspection,No,2,40HC,Furniture,CFR,542564.41,Delivered
SHP0001153,CUS0039,CAR004,Evergreen,RTE0031,Direct,Hong Kong,Halifax,0,2022-11-14,2022-12-04,2022-12-14,20,30,10,Bad Weather,No,9,20RF,Textiles,FOB,685269.83,Delivered
SHP0001154,CUS0010,CAR006,ONE,RTE0016,Transshipment,Ningbo,Miami,2,2023-05-06,2023-06-01,2023-06-01,26,26,0,None,Yes,7,20GP,Chemicals,FOB,920779.98,Delivered
SHP0001155,CUS0007,CAR010,HMM,RTE0051,Direct,Colombo,Houston,0,2024-11-30,2024-12-21,2024-12-21,21,21,0,None,Yes,6,40RF,Toys,CFR,717095.61,Delivered
SHP0001156,CUS0042,CAR009,COSCO,RTE0049,Direct,Colombo,Halifax,0,2023-02-16,2023-03-16,2023-03-16,28,28,0,None,Yes,8,40GP,Machinery,DAP,434026.18,Delivered
SHP0001157,CUS0032,CAR001,Maersk,RTE0032,Transshipment,Hong Kong,Halifax,1,2022-08-02,2022-09-01,2022-09-01,30,30,0,None,Yes,10,20RF,Machinery,DAP,992672.99,Delivered
SHP0001158,CUS0034,CAR001,Maersk,RTE0049,Direct,Colombo,Halifax,0,2022-03-27,2022-04-24,2022-04-28,28,32,4,Customs Inspection,No,10,40RF,Steel Products,CIF,658885.81,Delivered
SHP0001159,CUS0004,CAR001,Maersk,RTE0035,Direct,Hong Kong,Houston,0,2023-09-13,2023-10-08,2023-10-08,25,25,0,None,Yes,9,20GP,Food Products,CFR,547785.22,Delivered
SHP0001160,CUS0014,CAR001,Maersk,RTE0024,Transshipment,Busan,Chicago,1,2022-07-22,2022-08-24,2022-09-01,33,41,8,Transshipment Delay,No,6,20GP,Auto Parts,DAP,246400.09,Delivered
SHP0001161,CUS0025,CAR001,Maersk,RTE0001,Direct,Shanghai,Vancouver,0,2023-02-26,2023-03-22,2023-03-22,24,24,0,None,Yes,5,20GP,Auto Parts,EXW,985181.87,Delivered
SHP0001162,CUS0024,CAR004,Evergreen,RTE0053,Direct,Colombo,Seattle,0,2024-04-03,2024-05-05,2024-05-05,32,32,0,None,Yes,10,40GP,Toys,EXW,887847.55,Delivered
SHP0001163,CUS0014,CAR005,Hapag-Lloyd,RTE0037,Direct,Rotterdam,Miami,0,2023-07-13,2023-08-01,2023-08-01,19,19,0,None,Yes,7,20RF,Food Products,EXW,850502.53,Delivered
SHP0001164,CUS0017,CAR008,ZIM,RTE0050,Transshipment,Colombo,Halifax,1,2022-01-22,2022-02-24,2022-02-24,33,33,0,None,Yes,1,20RF,Furniture,CIF,116998.14,Delivered
SHP0001165,CUS0005,CAR008,ZIM,RTE0012,Transshipment,Shenzhen,Los Angeles,2,2023-01-11,2023-02-01,2023-02-01,21,21,0,None,Yes,5,20RF,Machinery,CFR,322117.01,Delivered
SHP0001166,CUS0049,CAR002,MSC,RTE0017,Direct,Ningbo,New York,0,2022-09-02,2022-10-03,2022-10-10,31,38,7,Transshipment Delay,No,2,40RF,Textiles,CIF,170759.28,Delivered
SHP0001167,CUS0007,CAR008,ZIM,RTE0031,Direct,Hong Kong,Halifax,0,2022-08-17,2022-09-06,2022-09-06,20,20,0,None,Yes,7,40GP,Apparel,FOB,279664.25,Delivered
SHP0001168,CUS0029,CAR003,CMA CGM,RTE0029,Direct,Singapore,Miami,0,2022-03-26,2022-04-25,2022-05-06,30,41,11,Transshipment Delay,No,4,40HC,Electronics,CFR,63500.58,Delivered
SHP0001169,CUS0012,CAR005,Hapag-Lloyd,RTE0056,Transshipment,Kaohsiung,New York,2,2023-12-19,2024-01-16,2024-01-16,28,28,0,None,Yes,1,20RF,Food Products,CIF,949480.22,Delivered
SHP0001170,CUS0041,CAR003,CMA CGM,RTE0015,Direct,Ningbo,Miami,0,2023-02-03,2023-02-24,2023-02-24,21,21,0,None,Yes,8,20GP,Textiles,FOB,851251.19,Delivered
SHP0001171,CUS0011,CAR009,COSCO,RTE0019,Direct,Busan,Toronto,0,2022-10-21,2022-11-18,2022-11-27,28,37,9,Port Congestion,No,2,20GP,Food Products,CFR,557560.08,Delivered
SHP0001172,CUS0024,CAR006,ONE,RTE0011,Direct,Shenzhen,Los Angeles,0,2022-03-20,2022-04-04,2022-04-07,15,18,3,Transshipment Delay,No,1,20RF,Electronics,CFR,105496.67,Delivered
SHP0001173,CUS0015,CAR002,MSC,RTE0038,Transshipment,Rotterdam,Miami,2,2022-03-14,2022-04-10,2022-04-10,27,27,0,None,Yes,1,20RF,Toys,DAP,318345.03,Delivered
SHP0001174,CUS0044,CAR004,Evergreen,RTE0029,Direct,Singapore,Miami,0,2024-10-01,2024-10-31,2024-10-31,30,30,0,None,Yes,8,20RF,Furniture,DAP,559631.94,Delivered
SHP0001175,CUS0041,CAR005,Hapag-Lloyd,RTE0010,Transshipment,Shenzhen,Montreal,1,2022-12-24,2023-01-30,2023-02-06,37,44,7,Transshipment Delay,No,6,20GP,Food Products,EXW,186784.59,Delivered
SHP0001176,CUS0015,CAR009,COSCO,RTE0045,Direct,Hamburg,Halifax,0,2024-04-03,2024-04-30,2024-05-03,27,30,3,Customs Inspection,No,4,20RF,Food Products,DAP,487552.46,Delivered
SHP0001177,CUS0024,CAR008,ZIM,RTE0025,Direct,Singapore,New York,0,2023-11-23,2023-12-11,2023-12-11,18,18,0,None,Yes,3,40RF,Auto Parts,CIF,256111.34,Delivered
SHP0001178,CUS0024,CAR010,HMM,RTE0014,Transshipment,Ningbo,Seattle,1,2024-08-06,2024-08-28,2024-09-06,22,31,9,Bad Weather,No,6,40HC,Auto Parts,DAP,184264.92,Delivered
SHP0001179,CUS0020,CAR008,ZIM,RTE0042,Transshipment,Rotterdam,New York,2,2024-04-24,2024-05-24,2024-05-24,30,30,0,None,Yes,6,40RF,Furniture,DAP,940265.88,Delivered
SHP0001180,CUS0045,CAR001,Maersk,RTE0029,Direct,Singapore,Miami,0,2023-02-27,2023-03-29,2023-03-29,30,30,0,None,Yes,3,40HC,Toys,CIF,659176.23,Delivered
SHP0001181,CUS0010,CAR004,Evergreen,RTE0051,Direct,Colombo,Houston,0,2024-04-22,2024-05-13,2024-05-13,21,21,0,None,Yes,3,20RF,Chemicals,CFR,936369.21,Delivered
SHP0001182,CUS0044,CAR001,Maersk,RTE0047,Direct,Hamburg,Miami,0,2022-07-18,2022-08-10,2022-08-10,23,23,0,None,Yes,1,20GP,Electronics,EXW,859970.88,Delivered
SHP0001183,CUS0013,CAR006,ONE,RTE0058,Transshipment,Kaohsiung,Vancouver,2,2022-11-05,2022-12-12,2022-12-12,37,37,0,None,Yes,2,40HC,Toys,EXW,604276.1,Delivered
SHP0001184,CUS0046,CAR006,ONE,RTE0031,Direct,Hong Kong,Halifax,0,2022-12-25,2023-01-14,2023-01-14,20,20,0,None,Yes,9,40GP,Furniture,CIF,444426.58,Delivered
SHP0001185,CUS0011,CAR007,Yang Ming,RTE0039,Direct,Rotterdam,Los Angeles,0,2024-08-19,2024-09-17,2024-09-29,29,41,12,Transshipment Delay,No,2,40GP,Textiles,FOB,767889.84,Delivered
SHP0001186,CUS0025,CAR008,ZIM,RTE0026,Transshipment,Singapore,New York,1,2024-09-03,2024-10-02,2024-10-05,29,32,3,Equipment Shortage,No,6,20RF,Toys,CFR,222741.98,Delivered
SHP0001187,CUS0023,CAR010,HMM,RTE0031,Direct,Hong Kong,Halifax,0,2023-11-27,2023-12-17,2023-12-19,20,22,2,Port Congestion,No,3,40GP,Toys,EXW,693504.5,Delivered
SHP0001188,CUS0041,CAR004,Evergreen,RTE0007,Direct,Shenzhen,Seattle,0,2023-10-19,2023-11-10,2023-11-10,22,22,0,None,Yes,2,40HC,Toys,DAP,65157.76,Delivered
SHP0001189,CUS0024,CAR003,CMA CGM,RTE0027,Direct,Singapore,Chicago,0,2023-06-02,2023-06-22,2023-06-22,20,20,0,None,Yes,9,20GP,Textiles,EXW,910525.82,Delivered
SHP0001190,CUS0017,CAR005,Hapag-Lloyd,RTE0016,Transshipment,Ningbo,Miami,2,2024-07-08,2024-08-03,2024-08-03,26,26,0,None,Yes,5,20RF,Apparel,EXW,573710.41,Delivered
SHP0001191,CUS0001,CAR010,HMM,RTE0060,Transshipment,Kaohsiung,Seattle,1,2022-02-09,2022-03-12,2022-03-12,31,31,0,None,Yes,8,20RF,Food Products,FOB,710523.87,Delivered
SHP0001192,CUS0024,CAR006,ONE,RTE0026,Transshipment,Singapore,New York,1,2024-11-15,2024-12-14,2024-12-28,29,43,14,Bad Weather,No,7,40HC,Furniture,EXW,733161.25,Delivered
SHP0001193,CUS0018,CAR005,Hapag-Lloyd,RTE0031,Direct,Hong Kong,Halifax,0,2022-06-20,2022-07-10,2022-07-10,20,20,0,None,Yes,2,40HC,Steel Products,FOB,71857.09,Delivered
SHP0001194,CUS0016,CAR002,MSC,RTE0050,Transshipment,Colombo,Halifax,1,2022-06-02,2022-07-05,2022-07-05,33,33,0,None,Yes,3,40RF,Auto Parts,FOB,870505.88,Delivered
SHP0001195,CUS0040,CAR006,ONE,RTE0002,Transshipment,Shanghai,Vancouver,2,2022-05-25,2022-06-30,2022-06-30,36,36,0,None,Yes,8,40HC,Apparel,CFR,165879.48,Delivered
SHP0001196,CUS0012,CAR002,MSC,RTE0013,Direct,Ningbo,Seattle,0,2022-07-07,2022-07-24,2022-08-05,17,29,12,Port Congestion,No,7,40GP,Auto Parts,FOB,731130.22,Delivered
SHP0001197,CUS0013,CAR009,COSCO,RTE0042,Transshipment,Rotterdam,New York,2,2024-09-01,2024-10-01,2024-10-01,30,30,0,None,Yes,8,40RF,Furniture,DAP,323660.32,Delivered
SHP0001198,CUS0029,CAR001,Maersk,RTE0055,Direct,Kaohsiung,New York,0,2023-01-14,2023-02-01,2023-02-01,18,18,0,None,Yes,3,40GP,Machinery,CIF,884267.82,Delivered
SHP0001199,CUS0045,CAR002,MSC,RTE0013,Direct,Ningbo,Seattle,0,2022-06-05,2022-06-22,2022-06-22,17,17,0,None,Yes,6,40GP,Furniture,DAP,653532.08,Delivered
SHP0001200,CUS0033,CAR007,Yang Ming,RTE0039,Direct,Rotterdam,Los Angeles,0,2023-08-08,2023-09-06,2023-09-06,29,29,0,None,Yes,6,40GP,Steel Products,FOB,672100.06,Delivered
SHP0001201,CUS0049,CAR005,Hapag-Lloyd,RTE0017,Direct,Ningbo,New York,0,2022-11-27,2022-12-28,2022-12-28,31,31,0,None,Yes,8,40HC,Electronics,CFR,767867.62,Delivered
SHP0001202,CUS0001,CAR008,ZIM,RTE0043,Direct,Hamburg,Houston,0,2022-06-30,2022-07-30,2022-07-30,30,30,0,None,Yes,6,40RF,Apparel,CFR,299315.44,Delivered
SHP0001203,CUS0048,CAR006,ONE,RTE0029,Direct,Singapore,Miami,0,2024-09-10,2024-10-10,2024-10-10,30,30,0,None,Yes,8,40HC,Steel Products,CIF,266706.05,Delivered
SHP0001204,CUS0027,CAR006,ONE,RTE0046,Transshipment,Hamburg,Halifax,1,2024-08-10,2024-09-14,2024-09-14,35,35,0,None,Yes,7,20RF,Textiles,DAP,195050.6,Delivered
SHP0001205,CUS0002,CAR007,Yang Ming,RTE0025,Direct,Singapore,New York,0,2022-10-13,2022-10-31,2022-10-31,18,18,0,None,Yes,3,20RF,Chemicals,FOB,462662.2,Delivered
SHP0001206,CUS0010,CAR003,CMA CGM,RTE0057,Direct,Kaohsiung,Vancouver,0,2023-01-12,2023-02-10,2023-02-10,29,29,0,None,Yes,7,20RF,Furniture,EXW,370449.46,Delivered
SHP0001207,CUS0020,CAR003,CMA CGM,RTE0026,Transshipment,Singapore,New York,1,2023-07-23,2023-08-21,2023-08-21,29,29,0,None,Yes,10,20RF,Food Products,DAP,949964.35,Delivered
SHP0001208,CUS0023,CAR001,Maersk,RTE0044,Transshipment,Hamburg,Houston,2,2022-08-06,2022-09-17,2022-09-19,42,44,2,Bad Weather,No,10,40HC,Furniture,CIF,542824.56,Delivered
SHP0001209,CUS0032,CAR007,Yang Ming,RTE0013,Direct,Ningbo,Seattle,0,2022-01-27,2022-02-13,2022-02-13,17,17,0,None,Yes,6,40HC,Toys,DAP,631045.42,Delivered
SHP0001210,CUS0022,CAR005,Hapag-Lloyd,RTE0033,Direct,Hong Kong,New York,0,2024-02-04,2024-02-26,2024-02-26,22,22,0,None,Yes,3,40HC,Toys,DAP,109968.74,Delivered
SHP0001211,CUS0014,CAR004,Evergreen,RTE0027,Direct,Singapore,Chicago,0,2023-10-31,2023-11-20,2023-11-20,20,20,0,None,Yes,6,20RF,Machinery,CFR,373719.47,Delivered
SHP0001212,CUS0009,CAR004,Evergreen,RTE0045,Direct,Hamburg,Halifax,0,2023-10-22,2023-11-18,2023-11-18,27,27,0,None,Yes,4,40RF,Toys,CIF,822655.8,Delivered
SHP0001213,CUS0002,CAR008,ZIM,RTE0038,Transshipment,Rotterdam,Miami,2,2023-10-04,2023-10-31,2023-11-09,27,36,9,Bad Weather,No,3,40RF,Chemicals,FOB,552773.78,Delivered
SHP0001214,CUS0005,CAR005,Hapag-Lloyd,RTE0057,Direct,Kaohsiung,Vancouver,0,2024-07-09,2024-08-07,2024-08-14,29,36,7,Customs Inspection,No,3,40HC,Electronics,DAP,284256.34,Delivered
SHP0001215,CUS0040,CAR006,ONE,RTE0021,Direct,Busan,Miami,0,2024-09-15,2024-10-09,2024-10-09,24,24,0,None,Yes,5,40HC,Textiles,EXW,624532.47,Delivered
SHP0001216,CUS0039,CAR004,Evergreen,RTE0053,Direct,Colombo,Seattle,0,2022-09-04,2022-10-06,2022-10-06,32,32,0,None,Yes,4,40RF,Steel Products,EXW,285815.15,Delivered
SHP0001217,CUS0020,CAR001,Maersk,RTE0046,Transshipment,Hamburg,Halifax,1,2023-06-19,2023-07-24,2023-07-24,35,35,0,None,Yes,1,20GP,Food Products,FOB,400200.07,Delivered
SHP0001218,CUS0041,CAR008,ZIM,RTE0009,Direct,Shenzhen,Montreal,0,2024-02-22,2024-03-23,2024-03-23,30,30,0,None,Yes,8,40HC,Apparel,EXW,483146.07,Delivered
SHP0001219,CUS0019,CAR008,ZIM,RTE0040,Transshipment,Rotterdam,Los Angeles,1,2022-11-30,2023-01-02,2023-01-02,33,33,0,None,Yes,1,20GP,Electronics,EXW,574946.37,Delivered
SHP0001220,CUS0036,CAR007,Yang Ming,RTE0022,Transshipment,Busan,Miami,1,2022-02-22,2022-03-30,2022-03-30,36,36,0,None,Yes,6,20RF,Furniture,EXW,632427.95,Delivered
SHP0001221,CUS0021,CAR005,Hapag-Lloyd,RTE0041,Direct,Rotterdam,New York,0,2022-03-22,2022-04-13,2022-04-13,22,22,0,None,Yes,3,20RF,Apparel,FOB,182915.86,Delivered
SHP0001222,CUS0006,CAR004,Evergreen,RTE0012,Transshipment,Shenzhen,Los Angeles,2,2024-01-08,2024-01-29,2024-01-29,21,21,0,None,Yes,7,40HC,Apparel,DAP,430531.88,Delivered
SHP0001223,CUS0045,CAR007,Yang Ming,RTE0028,Transshipment,Singapore,Chicago,1,2022-11-14,2022-12-12,2022-12-21,28,37,9,Transshipment Delay,No,8,40GP,Apparel,EXW,266026.35,Delivered
SHP0001224,CUS0002,CAR009,COSCO,RTE0044,Transshipment,Hamburg,Houston,2,2022-04-18,2022-05-30,2022-06-10,42,53,11,Transshipment Delay,No,8,20GP,Electronics,CIF,770601.36,Delivered
SHP0001225,CUS0033,CAR003,CMA CGM,RTE0055,Direct,Kaohsiung,New York,0,2023-10-17,2023-11-04,2023-11-04,18,18,0,None,Yes,7,20GP,Steel Products,EXW,517615.9,Delivered
SHP0001226,CUS0036,CAR007,Yang Ming,RTE0045,Direct,Hamburg,Halifax,0,2022-05-20,2022-06-16,2022-06-16,27,27,0,None,Yes,1,40GP,Auto Parts,CFR,516891.79,Delivered
SHP0001227,CUS0024,CAR010,HMM,RTE0006,Transshipment,Shanghai,Chicago,1,2024-11-08,2024-12-12,2024-12-27,34,49,15,Bad Weather,No,4,40GP,Steel Products,FOB,919440.63,Delivered
SHP0001228,CUS0036,CAR005,Hapag-Lloyd,RTE0019,Direct,Busan,Toronto,0,2024-02-06,2024-03-05,2024-03-05,28,28,0,None,Yes,4,40RF,Machinery,EXW,235983.81,Delivered
SHP0001229,CUS0042,CAR002,MSC,RTE0025,Direct,Singapore,New York,0,2023-08-08,2023-08-26,2023-08-26,18,18,0,None,Yes,10,40RF,Food Products,CIF,225590.44,Delivered
SHP0001230,CUS0048,CAR002,MSC,RTE0052,Transshipment,Colombo,Houston,1,2023-02-26,2023-03-30,2023-04-03,32,36,4,Customs Inspection,No,4,40RF,Machinery,EXW,490590.78,Delivered
SHP0001231,CUS0017,CAR010,HMM,RTE0015,Direct,Ningbo,Miami,0,2023-03-21,2023-04-11,2023-04-11,21,21,0,None,Yes,1,40GP,Furniture,EXW,246035.06,Delivered
SHP0001232,CUS0030,CAR006,ONE,RTE0025,Direct,Singapore,New York,0,2024-03-11,2024-03-29,2024-04-08,18,28,10,Bad Weather,No,8,40RF,Toys,EXW,805253.02,Delivered
SHP0001233,CUS0040,CAR002,MSC,RTE0015,Direct,Ningbo,Miami,0,2022-08-08,2022-08-29,2022-08-29,21,21,0,None,Yes,1,40RF,Electronics,FOB,949447.76,Delivered
SHP0001234,CUS0025,CAR008,ZIM,RTE0019,Direct,Busan,Toronto,0,2022-11-23,2022-12-21,2022-12-21,28,28,0,None,Yes,4,40GP,Food Products,EXW,122294.53,Delivered
SHP0001235,CUS0050,CAR005,Hapag-Lloyd,RTE0001,Direct,Shanghai,Vancouver,0,2022-03-13,2022-04-06,2022-04-06,24,24,0,None,Yes,3,40HC,Textiles,CIF,164308.77,Delivered
SHP0001236,CUS0031,CAR001,Maersk,RTE0043,Direct,Hamburg,Houston,0,2022-12-24,2023-01-23,2023-01-23,30,30,0,None,Yes,4,20RF,Toys,CFR,309477.83,Delivered
SHP0001237,CUS0005,CAR008,ZIM,RTE0038,Transshipment,Rotterdam,Miami,2,2022-11-10,2022-12-07,2022-12-07,27,27,0,None,Yes,7,20GP,Electronics,DAP,460863.15,Delivered
SHP0001238,CUS0037,CAR001,Maersk,RTE0011,Direct,Shenzhen,Los Angeles,0,2022-04-01,2022-04-16,2022-04-16,15,15,0,None,Yes,5,40HC,Textiles,CIF,811843.97,Delivered
SHP0001239,CUS0016,CAR004,Evergreen,RTE0018,Transshipment,Ningbo,New York,1,2024-07-06,2024-08-17,2024-08-17,42,42,0,None,Yes,1,40RF,Food Products,CFR,954539.11,Delivered
SHP0001240,CUS0019,CAR001,Maersk,RTE0015,Direct,Ningbo,Miami,0,2024-01-16,2024-02-06,2024-02-06,21,21,0,None,Yes,8,20RF,Steel Products,CIF,404604.09,Delivered
SHP0001241,CUS0035,CAR009,COSCO,RTE0047,Direct,Hamburg,Miami,0,2022-10-26,2022-11-18,2022-11-18,23,23,0,None,Yes,6,20RF,Furniture,CFR,431690.23,Delivered
SHP0001242,CUS0010,CAR005,Hapag-Lloyd,RTE0023,Direct,Busan,Chicago,0,2024-10-09,2024-10-30,2024-10-30,21,21,0,None,Yes,6,20RF,Apparel,CFR,290540.29,Delivered
