Cost_ID,Shipment_ID,Carrier_ID,Route_ID,Route_Type,Base_Freight_USD,Fuel_Surcharge_USD,Peak_Season_Surcharge_USD,Transshipment_Fee_USD,Customs_Fee_USD,Inland_Cost_USD,Insurance_USD,Total_Landed_Cost_USD,Cost_Per_Container_USD,Cost_Year,Cost_Month
CST0001004,SHP0001004,CAR008,RTE0003,Direct,19397.07,2001.72,0,0.0,721.04,2915.82,1081.5,26117.15,2901.91,2022,5
CST0001005,SHP0001005,CAR006,RTE0044,Transshipment,9249.48,556.86,0,828.93,1128.2,599.33,2297.05,14659.85,1628.87,2022,12
CST0001006,SHP0001006,CAR004,RTE0005,Direct,3008.56,484.79,0,0.0,1907.8,1222.88,365.32,6989.35,3494.68,2024,10
CST0001007,SHP0001007,CAR007,RTE0034,Transshipment,13111.98,1855.39,0,372.66,1000.88,1885.57,592.39,18818.87,3136.48,2022,1
CST0001008,SHP0001008,CAR008,RTE0037,Direct,4310.46,390.25,0,0.0,202.45,2311.07,1667.94,8882.17,4441.09,2022,8
CST0001009,SHP0001009,CAR001,RTE0012,Transshipment,7950.96,1231.34,679.85,507.14,1671.55,1538.68,491.7,14071.22,3517.8,2024,2
CST0001010,SHP0001010,CAR003,RTE0020,Transshipment,12302.12,649.94,0,433.26,836.64,2758.15,336.89,17317.0,4329.25,2022,10
CST0001011,SHP0001011,CAR008,RTE0046,Transshipment,12931.38,1443.07,228.7,264.84,1958.09,1919.04,2163.04,20908.16,3484.69,2022,7
CST0001012,SHP0001012,CAR001,RTE0011,Direct,7352.68,802.54,0,0.0,1744.13,2830.87,378.28,13108.5,3277.12,2024,2
CST0001013,SHP0001013,CAR009,RTE0033,Direct,9712.96,1266.29,0,0.0,1145.47,310.02,859.2,13293.94,3323.49,2023,7
CST0001014,SHP0001014,CAR003,RTE0033,Direct,18453.18,1515.03,0,0.0,1546.03,2996.97,1429.88,25941.09,4323.52,2022,10
CST0001015,SHP0001015,CAR006,RTE0008,Transshipment,6166.32,457.28,0,487.22,327.46,2550.33,352.5,10341.11,1723.52,2022,11
CST0001016,SHP0001016,CAR001,RTE0011,Direct,12867.19,924.09,676.38,0.0,317.66,2043.94,316.32,17145.58,2449.37,2024,7
CST0001017,SHP0001017,CAR008,RTE0022,Transshipment,8620.92,978.98,362.15,389.91,265.17,372.26,939.94,11929.33,2982.33,2024,4
CST0001018,SHP0001018,CAR007,RTE0038,Transshipment,14680.0,1508.9,0,584.9,370.32,1169.72,1709.74,20023.58,4004.72,2022,2
CST0001019,SHP0001019,CAR003,RTE0009,Direct,15377.65,1545.53,0,0.0,993.46,2866.57,767.15,21550.36,4310.07,2023,11
CST0001020,SHP0001020,CAR003,RTE0043,Direct,9226.59,1180.34,567.86,0.0,1250.98,1700.83,209.35,14135.95,4711.98,2022,12
CST0001021,SHP0001021,CAR009,RTE0044,Transshipment,11074.92,917.03,0,308.48,1369.34,1394.28,852.1,15916.15,2652.69,2024,2
CST0001022,SHP0001022,CAR008,RTE0059,Direct,8107.64,1446.97,683.99,0.0,1556.29,1500.19,1021.85,14316.93,3579.23,2024,2
CST0001023,SHP0001023,CAR006,RTE0025,Direct,4505.3,673.45,0,0.0,1233.42,1136.84,105.36,7654.37,3827.18,2024,5
CST0001024,SHP0001024,CAR004,RTE0011,Direct,1504.28,114.71,55.46,0.0,399.17,2689.41,1731.77,6494.8,6494.8,2024,1
CST0001025,SHP0001025,CAR008,RTE0009,Direct,4310.46,537.02,1248.22,0.0,700.46,363.79,1292.31,8452.26,4226.13,2022,4
CST0001026,SHP0001026,CAR008,RTE0026,Transshipment,15086.61,1280.05,0,480.68,1658.28,1202.31,1781.83,21489.76,3069.97,2023,6
CST0001027,SHP0001027,CAR002,RTE0048,Transshipment,16481.94,1783.45,0,231.65,1391.56,1118.2,883.21,21890.01,3648.33,2024,4
CST0001028,SHP0001028,CAR007,RTE0031,Direct,5872.0,604.41,513.66,0.0,611.86,2961.22,792.24,11355.39,5677.69,2022,4
CST0001029,SHP0001029,CAR009,RTE0021,Direct,16997.68,2351.83,1090.34,0.0,1832.37,2666.37,484.92,25423.51,3631.93,2022,8
CST0001030,SHP0001030,CAR010,RTE0060,Transshipment,7167.79,648.29,878.5,213.04,1327.71,2945.86,125.53,13306.72,1900.96,2023,2
CST0001031,SHP0001031,CAR006,RTE0029,Direct,5138.6,514.73,0,0.0,1059.72,2544.97,323.25,9581.27,1916.25,2024,1
CST0001032,SHP0001032,CAR008,RTE0002,Transshipment,4310.46,772.77,0,697.55,746.19,1454.44,2124.49,10105.9,5052.95,2023,9
CST0001033,SHP0001033,CAR009,RTE0006,Transshipment,14766.56,1262.48,0,402.97,1872.37,829.41,2425.85,21559.64,2694.95,2022,9
CST0001034,SHP0001034,CAR009,RTE0015,Direct,11074.92,1360.23,0,0.0,1744.08,2918.32,1454.49,18552.04,3092.01,2024,7
CST0001035,SHP0001035,CAR002,RTE0057,Direct,8214.15,1074.62,988.28,0.0,1015.82,549.72,539.94,12382.53,2476.51,2024,11
CST0001036,SHP0001036,CAR002,RTE0047,Direct,13734.95,2456.28,410.22,0.0,423.86,2365.79,1593.74,20984.84,4196.97,2022,8
CST0001037,SHP0001037,CAR001,RTE0045,Direct,9938.7,1001.49,645.63,0.0,1206.59,573.42,1888.49,15254.32,3050.86,2024,8
CST0001038,SHP0001038,CAR003,RTE0059,Direct,7712.6,1212.56,0,0.0,1785.51,627.87,395.78,11734.32,2933.58,2023,8
CST0001039,SHP0001039,CAR006,RTE0051,Direct,13515.9,718.84,881.17,0.0,1882.03,1301.68,493.55,18793.17,3132.19,2023,3
CST0001040,SHP0001040,CAR008,RTE0053,Direct,18242.19,1628.91,0,0.0,1449.13,1509.22,74.53,22903.98,2544.89,2024,5
CST0001041,SHP0001041,CAR008,RTE0024,Transshipment,8620.92,762.75,968.83,276.22,208.82,2659.61,643.99,14141.14,3535.28,2024,8
CST0001042,SHP0001042,CAR010,RTE0056,Transshipment,12132.6,980.97,713.15,887.95,378.3,1760.72,585.82,17439.51,4359.88,2024,9
CST0001043,SHP0001043,CAR008,RTE0044,Transshipment,21552.3,3749.87,0,405.64,779.88,1931.71,1202.48,29621.88,2962.19,2022,11
CST0001044,SHP0001044,CAR005,RTE0049,Direct,14102.37,805.51,0,0.0,900.97,444.71,1042.54,17296.1,1921.79,2024,10
CST0001045,SHP0001045,CAR004,RTE0026,Transshipment,3510.99,212.16,1228.53,383.53,1549.72,524.54,635.61,8045.08,2681.69,2022,8
CST0001046,SHP0001046,CAR010,RTE0058,Transshipment,6066.3,361.51,0,709.79,546.55,996.39,836.47,9517.01,4758.51,2023,10
CST0001047,SHP0001047,CAR008,RTE0026,Transshipment,6465.69,971.61,0,329.99,450.77,536.84,77.73,8832.63,2944.21,2024,8
CST0001048,SHP0001048,CAR008,RTE0049,Direct,20269.1,1136.98,767.99,0.0,547.79,2604.97,535.04,25861.87,2586.19,2022,12
CST0001049,SHP0001049,CAR003,RTE0016,Transshipment,13497.05,1333.65,0,335.86,1424.72,2865.3,812.43,20269.01,2895.57,2024,10
CST0001050,SHP0001050,CAR002,RTE0031,Direct,19228.93,3011.05,717.11,0.0,1877.9,498.66,1310.19,26643.84,3806.26,2022,2
CST0001051,SHP0001051,CAR004,RTE0024,Transshipment,6017.12,506.11,0,386.69,1899.08,1558.75,251.73,10619.48,2654.87,2024,8
CST0001052,SHP0001052,CAR008,RTE0038,Transshipment,8620.92,1135.0,0,930.73,853.04,1155.93,1211.8,13907.42,3476.86,2023,5
CST0001053,SHP0001053,CAR006,RTE0053,Direct,2055.44,264.68,0,0.0,1984.37,1776.77,2409.32,8490.58,4245.29,2023,5
CST0001054,SHP0001054,CAR007,RTE0055,Direct,5872.0,309.62,0,0.0,1509.02,1373.62,734.82,9799.08,4899.54,2024,5
CST0001055,SHP0001055,CAR005,RTE0003,Direct,9622.8,1082.47,0,0.0,1954.55,903.03,157.07,13719.92,1524.44,2022,3
CST0001056,SHP0001056,CAR010,RTE0049,Direct,21232.05,1584.88,0,0.0,1330.02,1940.39,1488.36,27575.7,3939.39,2022,8
CST0001057,SHP0001057,CAR006,RTE0008,Transshipment,9010.6,672.24,914.23,173.14,1725.71,1473.27,725.81,14695.0,3673.75,2022,6
CST0001058,SHP0001058,CAR005,RTE0030,Transshipment,4700.79,384.04,0,352.09,321.9,1843.23,108.7,7710.75,2570.25,2023,7
CST0001059,SHP0001059,CAR006,RTE0037,Direct,22526.5,1652.52,0,0.0,1160.59,2690.88,1565.51,29596.0,2959.6,2023,8
CST0001060,SHP0001060,CAR003,RTE0052,Transshipment,7712.6,789.01,0,185.59,884.96,1926.76,649.33,12148.25,3037.06,2023,8
CST0001061,SHP0001061,CAR006,RTE0017,Direct,7194.04,602.89,851.51,0.0,497.75,803.55,1334.1,11283.84,1611.98,2024,11
CST0001062,SHP0001062,CAR009,RTE0037,Direct,19425.92,2524.15,387.21,0.0,701.16,2895.87,563.83,26498.14,3312.27,2024,12
CST0001063,SHP0001063,CAR002,RTE0001,Direct,8240.97,1212.32,0,0.0,1175.83,1669.7,1831.76,14130.58,4710.19,2023,4
CST0001064,SHP0001064,CAR010,RTE0030,Transshipment,27298.35,4501.31,0,424.1,600.61,425.1,1031.77,34281.24,3809.03,2022,1
CST0001065,SHP0001065,CAR006,RTE0008,Transshipment,20273.85,2608.23,0,262.17,1099.43,529.97,791.08,25564.73,2840.53,2022,5
CST0001066,SHP0001066,CAR005,RTE0015,Direct,4276.8,604.41,0,0.0,1449.65,2381.49,2764.45,11476.8,2869.2,2023,1
CST0001067,SHP0001067,CAR002,RTE0018,Transshipment,8240.97,1160.48,0,318.52,1062.04,1946.32,332.3,13060.63,4353.54,2023,1
CST0001068,SHP0001068,CAR010,RTE0050,Transshipment,3033.15,292.16,0,203.18,1483.83,1019.41,897.98,6929.71,6929.71,2024,8
CST0001069,SHP0001069,CAR004,RTE0031,Direct,11703.3,943.28,0,0.0,1795.38,2909.89,1554.34,18906.19,1890.62,2023,3
CST0001070,SHP0001070,CAR008,RTE0058,Transshipment,16215.28,858.17,0,526.8,734.52,1745.01,629.63,20709.41,2588.68,2023,2
CST0001071,SHP0001071,CAR006,RTE0011,Direct,11263.25,1474.62,0,0.0,1221.99,1622.21,949.85,16531.92,3306.38,2024,9
CST0001072,SHP0001072,CAR005,RTE0033,Direct,8553.6,1229.95,1194.98,0.0,1695.04,2937.21,1344.55,16955.33,2119.42,2024,6
CST0001073,SHP0001073,CAR007,RTE0006,Transshipment,17616.0,1604.12,0,347.51,1358.3,694.33,1926.94,23547.2,3924.53,2023,9
CST0001074,SHP0001074,CAR005,RTE0013,Direct,3133.86,266.46,0,0.0,1415.74,2966.63,1733.74,9516.43,4758.22,2023,9
CST0001075,SHP0001075,CAR004,RTE0012,Transshipment,4512.84,493.19,0,669.39,467.15,1258.9,2795.77,10197.24,3399.08,2024,3
CST0001076,SHP0001076,CAR010,RTE0041,Direct,15165.75,1671.15,0,0.0,856.58,1800.15,903.12,20396.75,4079.35,2023,7
CST0001077,SHP0001077,CAR006,RTE0048,Transshipment,7194.04,509.68,0,428.77,1177.47,1276.03,2825.82,13411.81,1915.97,2023,9
CST0001078,SHP0001078,CAR003,RTE0052,Transshipment,12302.12,666.4,1049.14,352.31,499.03,982.41,164.93,16016.34,4004.09,2023,7
CST0001079,SHP0001079,CAR006,RTE0025,Direct,9249.48,629.99,0,0.0,1709.41,762.47,147.41,12498.76,1388.75,2023,2
CST0001080,SHP0001080,CAR008,RTE0048,Transshipment,17241.84,2852.44,782.55,220.95,509.18,1491.72,1476.09,24574.77,3071.85,2024,8
CST0001081,SHP0001081,CAR006,RTE0004,Transshipment,18021.2,3200.69,435.91,272.13,531.01,1574.23,991.2,25026.37,3128.3,2024,1
CST0001082,SHP0001082,CAR003,RTE0053,Direct,3856.3,502.22,825.62,0.0,1045.93,2539.93,676.5,9446.5,4723.25,2023,9
CST0001083,SHP0001083,CAR009,RTE0017,Direct,4856.48,673.32,0,0.0,973.79,2697.66,1716.23,10917.48,5458.74,2023,8
CST0001084,SHP0001084,CAR008,RTE0022,Transshipment,10776.15,995.85,0,405.98,789.03,1196.45,434.11,14597.57,2919.51,2024,8
CST0001085,SHP0001085,CAR007,RTE0027,Direct,26424.0,1388.13,1327.5,0.0,406.68,1119.65,965.84,31631.8,3514.64,2022,4
CST0001086,SHP0001086,CAR006,RTE0034,Transshipment,2055.44,171.16,0,300.25,511.25,2163.22,1000.62,6201.94,3100.97,2024,10
CST0001087,SHP0001087,CAR003,RTE0035,Direct,7712.6,805.08,201.96,0.0,268.92,2313.72,1013.37,12315.65,3078.91,2022,6
CST0001088,SHP0001088,CAR003,RTE0047,Direct,30755.3,1549.04,1004.5,0.0,1778.88,2027.31,1104.91,38219.94,3821.99,2023,11
CST0001089,SHP0001089,CAR001,RTE0027,Direct,12867.19,1407.63,861.47,0.0,1581.54,682.17,1037.94,18437.94,2633.99,2023,8
CST0001090,SHP0001090,CAR004,RTE0056,Transshipment,6017.12,324.43,0,909.84,1477.04,897.01,359.54,9984.98,2496.24,2023,10
CST0001091,SHP0001091,CAR005,RTE0013,Direct,1566.93,261.65,0,0.0,1204.67,2262.58,1541.7,6837.53,6837.53,2022,7
CST0001092,SHP0001092,CAR004,RTE0022,Transshipment,10529.96,866.98,381.36,247.46,654.9,2845.74,1394.31,16920.71,2417.24,2023,3
CST0001093,SHP0001093,CAR008,RTE0058,Transshipment,8107.64,864.81,0,625.02,255.13,1775.81,737.4,12365.81,3091.45,2024,2
CST0001094,SHP0001094,CAR007,RTE0050,Transshipment,29360.0,4270.98,0,184.95,1511.96,556.46,1394.89,37279.24,3727.92,2022,9
CST0001095,SHP0001095,CAR010,RTE0032,Transshipment,6066.3,415.85,1245.2,209.48,206.47,649.9,348.62,9141.82,4570.91,2023,10
CST0001096,SHP0001096,CAR001,RTE0030,Transshipment,3975.48,384.14,0,156.36,1297.71,2476.34,1884.16,10174.19,5087.1,2024,2
CST0001097,SHP0001097,CAR005,RTE0055,Direct,7484.4,1326.01,0,0.0,1591.11,629.86,1986.37,13017.75,1859.68,2022,6
CST0001098,SHP0001098,CAR003,RTE0003,Direct,27679.77,3932.89,0,0.0,1453.37,659.53,2002.3,35727.86,3969.76,2022,12
CST0001099,SHP0001099,CAR004,RTE0052,Transshipment,3510.99,427.81,0,326.13,1186.85,2957.09,2156.89,10565.76,3521.92,2023,8
CST0001100,SHP0001100,CAR003,RTE0047,Direct,24604.24,3264.37,0,0.0,1532.31,2877.55,1740.0,34018.47,4252.31,2022,8
CST0001101,SHP0001101,CAR010,RTE0017,Direct,1023.97,91.94,261.54,0.0,1766.66,835.89,1586.37,5566.37,5566.37,2022,2
CST0001102,SHP0001102,CAR010,RTE0026,Transshipment,3033.15,455.9,0,470.12,1597.33,2506.09,735.59,8798.18,8798.18,2024,12
CST0001103,SHP0001103,CAR008,RTE0032,Transshipment,10134.55,1410.29,694.51,396.44,1193.89,778.35,185.66,14793.69,2958.74,2024,6
CST0001104,SHP0001104,CAR010,RTE0023,Direct,30331.5,1841.71,0,0.0,233.63,942.49,813.59,34162.92,3416.29,2022,7
CST0001105,SHP0001105,CAR004,RTE0009,Direct,10529.96,1845.89,800.47,0.0,212.59,2349.93,557.85,16296.69,2328.1,2022,6
CST0001106,SHP0001106,CAR005,RTE0048,Transshipment,14102.37,2239.18,0,429.75,1729.18,1135.65,1013.12,20649.25,2294.36,2024,8
CST0001107,SHP0001107,CAR010,RTE0010,Transshipment,3033.15,221.88,330.28,485.05,791.26,2168.77,295.44,7325.83,7325.83,2022,3
CST0001108,SHP0001108,CAR004,RTE0052,Transshipment,9362.64,1357.67,0,213.37,786.77,2442.32,1376.8,15539.57,1942.45,2024,3
CST0001109,SHP0001109,CAR007,RTE0037,Direct,19667.97,2115.96,0,0.0,1968.6,538.31,1588.38,25879.22,2875.47,2023,3
CST0001110,SHP0001110,CAR006,RTE0021,Direct,9249.48,1406.69,1196.22,0.0,1475.55,2348.21,1500.2,17176.35,1908.48,2023,6
CST0001111,SHP0001111,CAR006,RTE0052,Transshipment,4110.88,724.76,0,237.54,1580.7,2143.64,673.51,9471.03,2367.76,2022,2
CST0001112,SHP0001112,CAR006,RTE0056,Transshipment,4505.3,453.13,0,985.23,1727.96,2913.55,1774.84,12360.01,6180.01,2024,7
CST0001113,SHP0001113,CAR004,RTE0033,Direct,9025.68,1520.86,0,0.0,1780.75,2080.1,1712.42,16119.81,2686.63,2023,3
CST0001114,SHP0001114,CAR009,RTE0003,Direct,7284.72,536.15,302.13,0.0,1271.2,1315.09,707.19,11416.48,3805.49,2023,4
CST0001115,SHP0001115,CAR010,RTE0055,Direct,21232.05,2480.38,0,0.0,1547.0,650.74,1936.79,27846.96,3978.14,2022,11
CST0001116,SHP0001116,CAR007,RTE0019,Direct,17616.0,2203.93,0,0.0,609.11,2154.52,344.17,22927.73,3821.29,2024,5
CST0001117,SHP0001117,CAR005,RTE0043,Direct,3207.6,277.45,1110.71,0.0,1514.94,1845.06,1058.49,9014.25,3004.75,2022,5
CST0001118,SHP0001118,CAR007,RTE0028,Transshipment,11744.0,1318.75,1268.46,194.33,389.24,2747.18,277.17,17939.13,4484.78,2023,2
CST0001119,SHP0001119,CAR003,RTE0043,Direct,11568.9,1170.92,0,0.0,1728.14,870.36,813.38,16151.7,2691.95,2024,6
CST0001120,SHP0001120,CAR010,RTE0042,Transshipment,6066.3,893.33,1014.94,917.76,461.96,1286.84,447.93,11089.06,5544.53,2023,4
CST0001121,SHP0001121,CAR006,RTE0049,Direct,2055.44,354.85,768.15,0.0,388.84,2387.01,318.5,6272.79,3136.39,2022,3
CST0001122,SHP0001122,CAR008,RTE0055,Direct,4310.46,347.12,0,0.0,636.88,2221.76,779.91,8296.13,4148.06,2023,8
CST0001123,SHP0001123,CAR007,RTE0031,Direct,14680.0,750.32,0,0.0,1257.29,1961.79,1072.83,19722.23,3944.45,2022,4
CST0001124,SHP0001124,CAR006,RTE0017,Direct,18021.2,2891.59,980.21,0.0,698.05,1548.9,729.23,24869.18,3108.65,2022,1
CST0001125,SHP0001125,CAR002,RTE0017,Direct,16428.3,2229.78,464.56,0.0,1933.42,1520.13,1896.73,24472.92,2447.29,2024,9
CST0001126,SHP0001126,CAR010,RTE0003,Direct,12132.6,1913.12,203.16,0.0,1867.25,1068.98,660.11,17845.22,4461.31,2022,7
CST0001127,SHP0001127,CAR001,RTE0048,Transshipment,16543.53,2480.16,1490.27,188.19,903.8,2829.04,1691.58,26126.57,2902.95,2024,6
CST0001128,SHP0001128,CAR003,RTE0038,Transshipment,13497.05,1112.6,0,943.72,576.74,1950.3,648.02,18728.43,2675.49,2023,11
CST0001129,SHP0001129,CAR004,RTE0023,Direct,12034.24,1582.11,851.54,0.0,1662.27,2200.92,1245.06,19576.14,2447.02,2024,7
CST0001130,SHP0001130,CAR006,RTE0041,Direct,3083.16,326.18,0,0.0,1113.29,902.01,900.55,6325.19,2108.4,2024,4
CST0001131,SHP0001131,CAR004,RTE0051,Direct,10529.96,978.05,1196.05,0.0,1058.51,1135.46,1740.82,16638.85,2376.98,2023,9
CST0001132,SHP0001132,CAR005,RTE0013,Direct,12535.44,2241.68,733.21,0.0,578.93,2989.41,821.77,19900.44,2487.55,2024,9
CST0001133,SHP0001133,CAR005,RTE0038,Transshipment,3207.6,201.19,698.96,970.11,369.05,2787.26,542.69,8776.86,2925.62,2023,8
CST0001134,SHP0001134,CAR007,RTE0040,Transshipment,13111.98,985.1,962.88,150.91,1114.15,888.36,321.79,17535.17,2922.53,2022,10
CST0001135,SHP0001135,CAR005,RTE0053,Direct,1566.93,108.62,0,0.0,778.78,336.87,1921.34,4712.54,4712.54,2022,6
CST0001136,SHP0001136,CAR004,RTE0032,Transshipment,6017.12,620.63,0,269.02,1917.08,1199.18,712.65,10735.68,2683.92,2023,3
CST0001137,SHP0001137,CAR008,RTE0040,Transshipment,21552.3,3117.45,0,417.74,1931.61,2810.18,2024.78,31854.06,3185.41,2024,4
CST0001138,SHP0001138,CAR010,RTE0041,Direct,5119.85,517.29,0,0.0,764.41,2111.62,1504.22,10017.39,2003.48,2023,6
CST0001139,SHP0001139,CAR009,RTE0021,Direct,9712.96,635.76,0,0.0,1269.62,444.8,181.39,12244.53,3061.13,2022,6
CST0001140,SHP0001140,CAR008,RTE0033,Direct,8620.92,574.45,0,0.0,725.63,2438.97,816.5,13176.47,3294.12,2023,10
CST0001141,SHP0001141,CAR008,RTE0003,Direct,4310.46,234.23,0,0.0,862.66,2176.12,1415.47,8998.94,4499.47,2024,6
CST0001142,SHP0001142,CAR006,RTE0057,Direct,4505.3,249.81,55.12,0.0,1046.47,498.84,1744.35,8099.89,4049.95,2022,10
CST0001143,SHP0001143,CAR010,RTE0045,Direct,21232.05,1914.96,1189.45,0.0,1638.78,2457.83,686.3,29119.37,4159.91,2024,6
CST0001144,SHP0001144,CAR004,RTE0021,Direct,13538.52,958.73,0,0.0,1392.81,551.76,2206.96,18648.78,2072.09,2024,11
CST0001145,SHP0001145,CAR006,RTE0050,Transshipment,4505.3,505.0,1178.54,444.96,784.87,1481.52,1350.46,10250.65,5125.32,2022,9
CST0001146,SHP0001146,CAR003,RTE0040,Transshipment,11568.9,1941.22,0,202.3,1961.16,2052.59,1376.6,19102.77,3183.8,2022,3
CST0001147,SHP0001147,CAR007,RTE0025,Direct,5872.0,776.29,0,0.0,954.64,2176.43,1080.44,10859.8,5429.9,2024,8
CST0001148,SHP0001148,CAR002,RTE0031,Direct,9856.98,498.45,0,0.0,1660.3,1218.3,1273.15,14507.18,2417.86,2023,6
CST0001149,SHP0001149,CAR010,RTE0001,Direct,3071.91,203.94,0,0.0,971.67,1649.25,107.47,6004.24,2001.41,2022,5
CST0001150,SHP0001150,CAR010,RTE0002,Transshipment,9099.45,1092.49,467.42,855.51,617.76,669.63,405.28,13207.54,4402.51,2024,2
CST0001151,SHP0001151,CAR002,RTE0024,Transshipment,4928.49,878.26,0,360.21,673.14,2523.4,204.95,9568.45,3189.48,2022,11
CST0001152,SHP0001152,CAR010,RTE0001,Direct,6066.3,713.04,1237.21,0.0,878.65,2083.86,1431.95,12411.01,6205.51,2022,9
CST0001153,SHP0001153,CAR004,RTE0031,Direct,10532.97,721.25,1334.69,0.0,530.74,2151.26,890.39,16161.3,1795.7,2022,11
CST0001154,SHP0001154,CAR006,RTE0016,Transshipment,7194.04,887.39,0,536.01,242.05,581.3,2344.78,11785.57,1683.65,2023,5
CST0001155,SHP0001155,CAR010,RTE0051,Direct,18198.9,997.78,0,0.0,242.76,2247.52,2088.45,23775.41,3962.57,2024,11
CST0001156,SHP0001156,CAR009,RTE0049,Direct,19425.92,2684.04,0,0.0,1251.23,863.72,702.55,24927.46,3115.93,2023,2
CST0001157,SHP0001157,CAR001,RTE0032,Transshipment,18381.7,998.34,0,316.47,494.46,609.16,1354.64,22154.77,2215.48,2022,8
CST0001158,SHP0001158,CAR001,RTE0049,Direct,19877.4,1184.8,0,0.0,1558.84,2508.32,1433.95,26563.31,2656.33,2022,3
CST0001159,SHP0001159,CAR001,RTE0035,Direct,16543.53,2193.26,1110.95,0.0,1855.76,2414.63,1215.43,25333.56,2814.84,2023,9
CST0001160,SHP0001160,CAR001,RTE0024,Transshipment,11029.02,712.71,336.5,318.13,487.31,2783.04,267.16,15933.87,2655.64,2022,7
CST0001161,SHP0001161,CAR001,RTE0001,Direct,9190.85,526.04,0,0.0,1119.63,2061.39,1860.95,14758.86,2951.77,2023,2
CST0001162,SHP0001162,CAR004,RTE0053,Direct,15042.8,1299.17,0,0.0,714.93,1811.08,1759.71,20627.69,2062.77,2024,4
CST0001163,SHP0001163,CAR005,RTE0037,Direct,7484.4,901.06,1183.93,0.0,1880.36,467.78,1179.67,13097.2,1871.03,2023,7
CST0001164,SHP0001164,CAR008,RTE0050,Transshipment,2026.91,143.18,1245.89,411.55,246.43,513.71,350.25,4937.92,4937.92,2022,1
CST0001165,SHP0001165,CAR008,RTE0012,Transshipment,10134.55,1061.9,0,337.11,724.05,1423.08,592.11,14272.8,2854.56,2023,1
CST0001166,SHP0001166,CAR002,RTE0017,Direct,5493.98,634.14,0,0.0,687.35,1402.55,459.22,8677.24,4338.62,2022,9
CST0001167,SHP0001167,CAR008,RTE0031,Direct,15086.61,1572.09,29.18,0.0,1694.57,1016.23,366.71,19765.39,2823.63,2022,8
CST0001168,SHP0001168,CAR003,RTE0029,Direct,12302.12,1618.85,1498.99,0.0,1029.86,1523.23,122.65,18095.7,4523.93,2022,3
CST0001169,SHP0001169,CAR005,RTE0056,Transshipment,1069.2,88.29,0,934.3,669.57,1492.1,2488.52,6741.98,6741.98,2023,12
CST0001170,SHP0001170,CAR003,RTE0015,Direct,15425.2,2173.1,0,0.0,1042.58,2393.68,941.24,21975.8,2746.97,2023,2
CST0001171,SHP0001171,CAR009,RTE0019,Direct,3691.64,392.85,0,0.0,1100.22,1525.15,1584.9,8294.76,4147.38,2022,10
CST0001172,SHP0001172,CAR006,RTE0011,Direct,1027.72,124.3,0,0.0,1632.02,668.09,273.58,3725.71,3725.71,2022,3
CST0001173,SHP0001173,CAR002,RTE0038,Transshipment,1642.83,113.46,0,803.69,1473.4,2340.9,482.07,6856.35,6856.35,2022,3
CST0001174,SHP0001174,CAR004,RTE0029,Direct,9362.64,1000.69,0,0.0,1086.84,2042.78,1613.43,15106.38,1888.3,2024,10
CST0001175,SHP0001175,CAR005,RTE0010,Transshipment,6415.2,348.51,0,401.03,1176.95,328.55,261.97,8932.21,1488.7,2022,12
CST0001176,SHP0001176,CAR009,RTE0045,Direct,7383.28,1031.42,602.13,0.0,1049.51,2648.85,1304.8,14019.99,3505.0,2024,4
CST0001177,SHP0001177,CAR008,RTE0025,Direct,6465.69,857.85,0,0.0,543.63,632.67,345.34,8845.18,2948.39,2023,11
CST0001178,SHP0001178,CAR010,RTE0014,Transshipment,18198.9,2712.14,0,344.83,849.73,2954.05,432.01,25491.66,4248.61,2024,8
CST0001179,SHP0001179,CAR008,RTE0042,Transshipment,12931.38,1100.56,1187.7,359.32,1287.07,2938.18,1986.53,21790.74,3631.79,2024,4
CST0001180,SHP0001180,CAR001,RTE0029,Direct,5963.22,501.03,0,0.0,1875.73,619.95,660.72,9620.65,3206.88,2023,2
CST0001181,SHP0001181,CAR004,RTE0051,Direct,3510.99,410.35,600.58,0.0,384.99,760.49,1834.42,7501.82,2500.61,2024,4
CST0001182,SHP0001182,CAR001,RTE0047,Direct,1838.17,246.96,82.22,0.0,304.79,910.44,1590.34,4972.92,4972.92,2022,7
CST0001183,SHP0001183,CAR006,RTE0058,Transshipment,4505.3,546.21,0,609.84,882.75,2188.35,1387.56,10120.01,5060.01,2022,11
CST0001184,SHP0001184,CAR006,RTE0031,Direct,20273.85,1787.69,0,0.0,1954.0,547.3,1267.84,25830.68,2870.08,2022,12
CST0001185,SHP0001185,CAR007,RTE0039,Direct,5872.0,729.21,0,0.0,291.79,586.57,1620.66,9100.23,4550.11,2024,8
CST0001186,SHP0001186,CAR008,RTE0026,Transshipment,12161.46,1180.58,17.73,166.82,826.43,1080.46,433.7,15867.18,2644.53,2024,9
CST0001187,SHP0001187,CAR010,RTE0031,Direct,9099.45,1266.55,344.47,0.0,516.13,521.15,2066.31,13814.06,4604.69,2023,11
CST0001188,SHP0001188,CAR004,RTE0007,Direct,3008.56,217.76,706.0,0.0,1623.0,1578.1,149.66,7283.08,3641.54,2023,10
CST0001189,SHP0001189,CAR003,RTE0027,Direct,17353.35,2389.16,1290.14,0.0,614.12,1917.69,1495.61,25060.07,2784.45,2023,6
CST0001190,SHP0001190,CAR005,RTE0016,Transshipment,5346.0,869.9,1122.25,478.08,1568.15,1235.68,1013.84,11633.9,2326.78,2024,7
